"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.10022.207",0.0101826009768472,0.0554322815639419,0.01007773128278,1.01040608159957,0.31304104458535,0.0098839921363114,-0.005117765558593,330,-0.00964209709253265,0.030007299046227,-904.724219901431,"POLH__seq.10022.207__ANML",NA,0.999190949666589,"Q9Y253","POLH","POLH","POLH__seq.10022.207","POLH"
"seq.10023.32",0.00885977426230411,0.0316710270601984,0.0154563779760533,0.573211542576835,0.566896647552576,0.0106497042243942,-0.00452438006664257,326,-0.0215470561417567,0.0392666046663649,-611.392245802087,"VDR__seq.10023.32__ANML",NA,0.999190949666589,"P11473","VDR","VDR","VDR__seq.10023.32","VDR"
"seq.10024.44",-0.0092264714039769,-0.0477628963144543,0.0103510926259192,-0.891352414417947,0.373387608531748,0.053438403361551,0.0391398898171637,331,-0.0295886936464558,0.011135750838502,-883.140033216587,"HOGA1__seq.10024.44__ANML",NA,0.999190949666589,"Q86XE5","HOGA1","HOGA1","HOGA1__seq.10024.44","HOGA1"
"seq.10025.1",-0.0479802100161801,-0.0303867506422481,0.0729560690463913,-0.657658926026709,0.51122140978935,0.305967625051735,0.295322956724308,326,-0.191504315202887,0.0955438951705268,426.370252868599,"DLD__seq.10025.1__ANML",NA,0.999190949666589,"P09622","DLD","DLD","DLD__seq.10025.1","DLD_1"
"seq.10030.8",-0.00186719091135859,-0.00925054087278129,0.0110103187441103,-0.16958554559171,0.865440953243712,0.0323426748663515,0.0175466913016168,327,-0.0235271865746933,0.0197928047519761,-826.37723944587,"MUTYH__seq.10030.8__ANML",NA,0.999190949666589,"Q9UIF7","MUTYH","MUTYH","MUTYH__seq.10030.8","MUTYH"
"seq.10035.6",0.00207165642902849,0.0150301457965367,0.00763952205203409,0.271176182870876,0.786428216324463,0.00805289272127973,-0.00725493300833024,324,-0.012957672873616,0.017100985731673,-1065.9780917051,"DUSP4__seq.10035.6__ANML",NA,0.999190949666589,"Q13115","DUSP4","DUSP4","DUSP4__seq.10035.6","DUSP4"
"seq.10037.98",0.0193385013437811,0.0604258799920061,0.0176424107421035,1.09613712244155,0.273822923335245,0.00889576765740851,-0.00621252856732601,328,-0.0153680517851573,0.0540450544727196,-520.029359707642,"SIGLEC12__seq.10037.98__ANML",NA,0.999190949666589,"Q96PQ1","SIGLEC12","SIGLEC12","SIGLEC12__seq.10037.98","SIGLEC12_1"
"seq.10039.32",0.160787630756954,0.0769989229888175,0.123485449823612,1.30207754020109,0.193971554803604,0.0363078891477254,0.0189127246919082,277,-0.0823015095073676,0.403876771021276,601.364551773711,"PNP__seq.10039.32__ANML",NA,0.999190949666589,"P00491","PNP","PNP","PNP__seq.10039.32","PNP_1"
"seq.10040.63",-0.0012145643900779,-0.00876466787784861,0.00751966737703055,-0.161518366329326,0.87178459104487,0.0398245362044441,0.0251877151099997,328,-0.016007425702961,0.0135782969228052,-1089.75018018653,"TP63__seq.10040.63__ANML",NA,0.999190949666589,"Q9H3D4","TP63","TP63","TP63__seq.10040.63","TP63"
"seq.10041.3",-0.00474004568322733,-0.00436410280861257,0.0494628375311763,-0.095830444022539,0.923712708808152,0.310670641167775,0.30035133938885,334,-0.102037995853975,0.0925579044875208,179.049325324522,"HNF4A__seq.10041.3__ANML",NA,0.999190949666589,"P41235","HNF4A","HNF4A","HNF4A__seq.10041.3","HNF4A"
"seq.10042.8",0.00844416118531007,0.0529310404587958,0.00850067950852697,0.993351317014104,0.321282341885068,0.0875721930564116,0.0734479235990806,323,-0.00827952829831998,0.0251678506689401,-999.397440696771,"SGK3__seq.10042.8__ANML",NA,0.999190949666589,"Q96BR1","SGK3","SGK3","SGK3__seq.10042.8","SGK3"
"seq.10043.31",0.00304276792073975,0.0279755475237156,0.0056249196828261,0.540944243173795,0.588906597946618,0.111015399316828,0.0977072466119904,334,-0.00802196637941271,0.0141075022208922,-1299.28223868174,"BRD4__seq.10043.31__ANML",NA,0.999190949666589,"O60885","BRD4","BRD4","BRD4__seq.10043.31","BRD4"
"seq.10045.47",0.0018528333266849,0.00703225167106395,0.0133531888847988,0.138755868929119,0.889729536794005,0.175926053284892,0.163169490642243,323,-0.0244173706377899,0.0281230372911597,-702.771421755406,"CUL3__seq.10045.47__ANML",NA,0.999190949666589,"Q13618","CUL3","CUL3","CUL3__seq.10045.47","CUL3"
"seq.10046.55",0.165974925631999,0.154597288840653,0.0530252698326218,3.13010996749119,0.00192684223401055,0.32187591190077,0.310102924260159,288,0.0616087244570182,0.27034112680698,-896.07952603468,"BIRC2__seq.10046.55__ANML",NA,0.119327804899167,"Q13490","BIRC2","BIRC2","BIRC2__seq.10046.55","BIRC2_1"
"seq.10047.12",0.00618688335412835,0.0153799705357217,0.0218178917583688,0.283569256949642,0.776925025939217,0.0705556622038094,0.0559417575214793,318,-0.0367387702840922,0.0491125369923489,-368.376123892912,"NCF2__seq.10047.12__ANML",NA,0.999190949666589,"P19878","NCF2","NCF2","NCF2__seq.10047.12","NCF2"
"seq.10048.7",-0.00206521900275863,-0.00946985520856562,0.00909863074738218,-0.226981296427798,0.820580119653632,0.432892362145861,0.424220991536471,327,-0.0199644558105942,0.015834017805077,-958.941346016228,"CBFB__seq.10048.7__ANML",NA,0.999190949666589,"Q13951","CBFB","CBFB","CBFB__seq.10048.7","CBFB"
"seq.10049.112",-0.00246454601120151,-0.0213151446900236,0.00624390333650015,-0.394712390371972,0.693314061085694,0.055852285469316,0.0413269360149978,325,-0.0147481150875314,0.00981902306512839,-1202.75549527963,"TERF1__seq.10049.112__ANML",NA,0.999190949666589,"P54274","TERF1","TERF1","TERF1__seq.10049.112","TERF1"
"seq.10053.5",0.000793741066026417,0.00268708752408434,0.0147348966640584,0.0538681121505606,0.957073238101922,0.193458294744334,0.181088023191333,326,-0.0281937425850294,0.0297812247170823,-630.634808008456,"ILK__seq.10053.5__ANML",NA,0.999190949666589,"Q13418","ILK","ILK","ILK__seq.10053.5","ILK"
"seq.10054.3",-0.00993244509402456,-0.0378421643698389,0.0140282640697507,-0.708030946996642,0.479425819132275,0.0618325577103484,0.0476178994938385,330,-0.0375285470158471,0.0176636568277979,-670.393121256754,"GAN__seq.10054.3__ANML",NA,0.999190949666589,"Q9H2C0","GAN","GAN","GAN__seq.10054.3","GAN"
"seq.10056.5",-0.00115402897443024,-0.00424749273393753,0.00984715310761704,-0.117194173972736,0.906776412990855,0.561994058864401,0.5554566567579,335,-0.0205240744412691,0.0182160164924086,-920.999192687995,"FOXM1__seq.10056.5__ANML",NA,0.999190949666589,"Q08050","FOXM1","FOXM1","FOXM1__seq.10056.5","FOXM1"
"seq.10058.1",-0.0207422394871951,-0.0193054509366392,0.0364532233436586,-0.569009749608421,0.569742532112227,0.629343650078335,0.623641244694925,325,-0.0924563040498442,0.0509718250754541,-42.7990653027897,"RAD23A__seq.10058.1__ANML",NA,0.999190949666589,"P54725","RAD23A","RAD23A","RAD23A__seq.10058.1","RAD23A"
"seq.10063.10",0.0013282037506848,0.0117500896896215,0.00585924507548847,0.226685133250561,0.820808517272928,0.114719324925385,0.101346505060209,331,-0.0101978500401488,0.0128542575415184,-1260.61537988592,"FANCL__seq.10063.10__ANML",NA,0.999190949666589,"Q9NW38","FANCL","FANCL","FANCL__seq.10063.10","FANCL"
"seq.10064.12",-0.0143771948052863,-0.0816066584971731,0.0100409880539449,-1.43185060355069,0.153213908238124,0.0170425855877344,0.000875522850690591,304,-0.0341358324288011,0.00538144281822853,-852.864040049245,"RBBP9__seq.10064.12__ANML",NA,0.999190949666589,"O75884","RBBP9","RBBP9","RBBP9__seq.10064.12","RBBP9"
"seq.10069.2",-0.00834901041639127,-0.0600609463556535,0.00754689691137981,-1.10628388255867,0.269416865349214,0.039719857145256,0.0250366745327982,327,-0.0231956064297503,0.00649758559696778,-1083.48433912247,"PIN1__seq.10069.2__ANML",NA,0.999190949666589,"Q13526","PIN1","PIN1","PIN1__seq.10069.2","PIN1_1"
"seq.10070.22",-0.00450438704071306,-0.034469554533604,0.00701551751986899,-0.642060550480554,0.521278280687608,0.0513615975920342,0.0370317123592855,331,-0.0183050100327125,0.00929623595128639,-1145.83583432945,"PLCG2__seq.10070.22__ANML",NA,0.999190949666589,"P16885","PLCG2","PLCG2","PLCG2__seq.10070.22","PLCG2"
"seq.10073.22",-0.00572275033463772,-0.0178369839680773,0.0107641214870951,-0.531650478071862,0.595322571622865,0.626982843124677,0.621381984913335,333,-0.0268969984342482,0.0154514977649728,-855.565196992935,"TDP1__seq.10073.22__ANML",NA,0.999190949666589,"Q9NUW8","TDP1","TDP1","TDP1__seq.10073.22","TDP1"
"seq.10074.128",-0.0105099941654488,-0.0743116403624591,0.00758208331086316,-1.38616178885698,0.166650701003272,0.0713438797118398,0.0570127667444298,324,-0.0254263234989974,0.00440633516809986,-1083.42312936459,"BRD2__seq.10074.128__ANML",NA,0.999190949666589,"P25440","BRD2","BRD2","BRD2__seq.10074.128","BRD2_1"
"seq.10075.75",0.00118694194599088,0.00425937183289035,0.0149991662284149,0.0791338617037459,0.936973969202616,0.0455395154972446,0.0311216834050581,331,-0.0283187698887291,0.0306926537807108,-627.114238723041,"ACBD6__seq.10075.75__ANML",NA,0.999190949666589,"Q9BR61","ACBD6","ACBD6","ACBD6__seq.10075.75","ACBD6_1"
"seq.10076.1",-0.0112936158081484,-0.10149953595889,0.00600641394629229,-1.88025932097468,0.060966925425569,0.0561243145343871,0.0416031501426084,325,-0.0231099743637035,0.000522742747406695,-1228.27592159178,"AP4M1__seq.10076.1__ANML",NA,0.999190949666589,"O00189","AP4M1","AP4M1","AP4M1__seq.10076.1","AP4M1"
"seq.10078.5",-0.00229721941087694,-0.0164850673458083,0.00685178413026105,-0.335273173702484,0.737630774763498,0.20099488804442,0.188961678527017,332,-0.0157756041745847,0.0111811653528309,-1158.426854737,"BAG3__seq.10078.5__ANML",NA,0.999190949666589,"O95817","BAG3","BAG3","BAG3__seq.10078.5","BAG3"
"seq.10080.9",0.00694973846253144,0.0226766735496841,0.0152391123242812,0.456046147219357,0.648656762736767,0.187762631546969,0.175456004752227,330,-0.0230283183239657,0.0369277952490286,-614.673180749878,"EIF2B1__seq.10080.9__ANML",NA,0.999190949666589,"Q14232","EIF2B1","EIF2B1","EIF2B1__seq.10080.9","EIF2B1"
"seq.10081.17",-0.0220727277092326,-0.0754776453181538,0.0157040702268004,-1.40554183663568,0.160798133838848,0.0481514312744314,0.0337730541033503,331,-0.0529650962374495,0.00881964081898423,-608.190735525326,"SATB2__seq.10081.17__ANML",NA,0.999190949666589,"Q9UPW6","SATB2","SATB2","SATB2__seq.10081.17","SATB2"
"seq.10082.251",0.0267859242992524,0.0192256597769924,0.0592180329528688,0.452327153800787,0.651331412145275,0.407568522519409,0.398565004624567,329,-0.0897078305926802,0.143279679191185,290.676754493818,"NEFL__seq.10082.251__ANML",NA,0.999190949666589,"P07196","NEFL","NEFL","NEFL__seq.10082.251","NEFL"
"seq.10085.25",-0.242216622713604,-0.360392837116149,0.0231197825175081,-10.4765960722242,2.10468403402589e-22,0.605416738401451,0.599527435989532,335,-0.28769486740558,-0.196738378021628,-338.907931363197,"STAR__seq.10085.25__ANML",NA,1.22738157250943e-19,"P49675","STAR","STAR","STAR__seq.10085.25","STAR"
"seq.10086.39",-0.011862028629007,-0.0593405202641706,0.0096406213902681,-1.23042158267737,0.219412971700121,0.23344795414531,0.221868618105209,331,-0.0308266425493469,0.00710258529133285,-924.907855915709,"CBS__seq.10086.39__ANML",NA,0.999190949666589,"P35520","CBS","CBS","CBS__seq.10086.39","CBS"
"seq.10087.10",0.000564829272221205,0.00466879679492549,0.00647208568880528,0.0872715998179977,0.930508559454996,0.0597040809899149,0.0454571731261257,330,-0.012166919675973,0.0132965782204154,-1190.10636595779,"CRYAA__seq.10087.10__ANML",NA,0.999190949666589,"P02489","CRYAA","CRYAA","CRYAA__seq.10087.10","CRYAA"
"seq.10088.37",-0.00299586434237908,-0.0109809222915057,0.015155656025088,-0.197673023023211,0.843425238398698,0.00915629324657022,-0.00618184462886995,323,-0.0328121260929881,0.0268203974082299,-612.959990563287,"APRT__seq.10088.37__ANML",NA,0.999190949666589,"P07741","APRT","APRT","APRT__seq.10088.37","APRT"
"seq.10089.7",4.08792430568012e-05,0.000225824984618442,0.00955237372895539,0.00427948531084865,0.996588045402562,0.0796337875317374,0.0657728505969745,332,-0.0187499299940535,0.0188316884801671,-933.778664061444,"ASMTL__seq.10089.7__ANML",NA,0.999400831587773,"O95671","ASMTL","ASMTL","ASMTL__seq.10089.7","ASMTL"
"seq.10336.3",-0.00189250438401868,-0.00410486173389688,0.0255197588292309,-0.0741583961150509,0.940930684526388,0.0234992307129373,0.00824140619282687,320,-0.0521002048334953,0.048315196065458,-267.410486860797,"STUB1__seq.10336.3__ANML",NA,0.999190949666589,"Q9UNE7","STUB1","STUB1","STUB1__seq.10336.3","STUB1_1"
"seq.10339.48",-0.0234914385601851,-0.0211417957413467,0.0442850567748621,-0.530459714201375,0.596150001988418,0.478564352138174,0.470663812019056,330,-0.110608057857936,0.0636251807375659,95.728413343647,"ENO2__seq.10339.48__ANML",NA,0.999190949666589,"P09104","ENO2","ENO2","ENO2__seq.10339.48","ENO2_1"
"seq.10342.55",0.00107709632805493,0.00224478672420625,0.0264044745160039,0.0407921894981129,0.967486846952516,0.0304579922190534,0.0154029920982313,322,-0.0508699733019393,0.0530241659580492,-259.576827118364,"PIAS4__seq.10342.55__ANML",NA,0.999190949666589,"Q8N2W9","PIAS4","PIAS4","PIAS4__seq.10342.55","PIAS4"
"seq.10346.5",-0.00768949034719816,-0.0104317959587471,0.0322716584838796,-0.238273789090797,0.811815743716518,0.36675399061995,0.357217153129287,332,-0.0711722010893027,0.0557932203949064,-110.96660932439,"STAT3__seq.10346.5__ANML",NA,0.999190949666589,"P40763","STAT3","STAT3","STAT3__seq.10346.5","STAT3_1"
"seq.10351.51",-0.00359904045938691,-0.00649670078880556,0.0258161212878276,-0.139410580670144,0.889212596201261,0.301882758956931,0.291075990519731,323,-0.0543880151120937,0.0471899341933198,-274.753148459531,"IRF1__seq.10351.51__ANML",NA,0.999190949666589,"P10914","IRF1","IRF1","IRF1__seq.10351.51","IRF1_1"
"seq.10354.57",0.0413397361877327,0.0859369712101908,0.0224565281254332,1.84087833866506,0.0665535832985999,0.297911676382646,0.287076980030527,324,-0.00283927840145484,0.0855187507769202,-355.082745497017,"STAT3__seq.10354.57__ANML",NA,0.999190949666589,"P40763","STAT3","STAT3","STAT3__seq.10354.57","STAT3_2"
"seq.10356.21",-0.0111771480639025,-0.0519223698690127,0.0118313740718119,-0.944704139693451,0.345505312069314,0.0131324722538927,-0.00191124005930998,328,-0.0344520972085638,0.0120978010807588,-786.361512713844,"JUN__seq.10356.21__ANML",NA,0.999190949666589,"P05412","JUN","JUN","JUN__seq.10356.21","JUN"
"seq.10361.25",-0.00274854769461717,-0.0227182612404665,0.00655404969205998,-0.419366319109077,0.675222123158324,0.039901448921253,0.0253102855309986,329,-0.0156416787275924,0.010144583338358,-1184.88216343621,"OAS1__seq.10361.25__ANML",NA,0.999190949666589,"P00973","OAS1","OAS1","OAS1__seq.10361.25","OAS1"
"seq.10362.35",0.00323429314696962,0.0200402166602139,0.00897712650572758,0.360281560575768,0.718872064442654,0.00498779308516797,-0.0104148726565476,323,-0.0144267274792589,0.0208953137731982,-957.031442540902,"MYC__seq.10362.35__ANML",NA,0.999190949666589,"P01106","MYC","MYC","MYC__seq.10362.35","MYC"
"seq.10363.13",-0.0134747319124797,-0.0403427952421105,0.0184957678158085,-0.728530550700509,0.466830128359673,0.0371410953121219,0.0218576206345367,315,-0.0498655903267682,0.0229161265018088,-482.659400380674,"SMAD3__seq.10363.13__ANML",NA,0.999190949666589,"P84022","SMAD3","SMAD3","SMAD3__seq.10363.13","SMAD3"
"seq.10364.6",0.00885023788460843,0.0647828243730975,0.00750535189997598,1.17919026350207,0.239187597842964,0.0271310682784866,0.0121176588383397,324,-0.00591513676431135,0.0236156125335282,-1090.94697616852,"SMAD2__seq.10364.6__ANML",NA,0.999190949666589,"Q15796","SMAD2","SMAD2","SMAD2__seq.10364.6","SMAD2_1"
"seq.10365.132",0.00475899835454793,0.0187477708165867,0.0139977920049345,0.339982073806375,0.734090325982514,0.0233596645013272,0.00828805438560687,324,-0.022779036632349,0.0322970333414449,-674.326837786439,"IL12B__seq.10365.132__ANML",NA,0.999190949666589,"P29460","IL12B|IL23A","IL12B","IL12B__seq.10365.132","IL12B_1"
"seq.10366.11",0.0121157155754404,0.0165165695117298,0.0306692839760026,0.395043965973266,0.693065662146794,0.425812061204637,0.417112243950162,330,-0.0482162458321071,0.0724476769829878,-144.707179108749,"PDGFRA__seq.10366.11__ANML",NA,0.999190949666589,"P16234","PDGFRA","PDGFRA","PDGFRA__seq.10366.11","PDGFRA"
"seq.10367.62",0.00162793333882135,0.00816393009916788,0.0110196020143999,0.147730683621244,0.882646642588629,0.0092913541074522,-0.00590356377433521,326,-0.020050571812336,0.0233064384899787,-829.41667755941,"IL12A__seq.10367.62__ANML",NA,0.999190949666589,"P29459","IL12A|IL12B","IL12A","IL12A__seq.10367.62","IL12A_1"
"seq.10370.21",-0.0178028082930047,-0.0493179758673239,0.0169808653054892,-1.04840406968247,0.295229109079616,0.282474674413533,0.271469684757299,326,-0.0512087131083614,0.0156030965223519,-542.451935246701,"STAT1__seq.10370.21__ANML",NA,0.999190949666589,"P42224","STAT1","STAT1","STAT1__seq.10370.21","STAT1_1"
"seq.10372.18",-0.0109474123052508,-0.0469695093303597,0.0122374899222786,-0.894579883193273,0.371671697215711,0.104317102561012,0.0905796348088805,326,-0.0350218287833307,0.0131270041728291,-759.297086664942,"STAT6__seq.10372.18__ANML",NA,0.999190949666589,"P42226","STAT6","STAT6","STAT6__seq.10372.18","STAT6"
"seq.10382.1",-0.00724013824857205,-0.00649785730160557,0.0594982288559854,-0.121686618035248,0.903221501318291,0.0666388293088924,0.0524540090856234,329,-0.124285094712589,0.109804818215445,299.438991322252,"ANGPTL3__seq.10382.1__ANML",NA,0.999190949666589,"Q9Y5C1","ANGPTL3","ANGPTL3","ANGPTL3__seq.10382.1","ANGPTL3_1"
"seq.10390.21",-0.00346697919463476,-0.0209291516041599,0.0091223985122153,-0.380051275987594,0.704151098928778,0.000895583381828018,-0.0141966283495643,331,-0.0214121674566991,0.0144782090674296,-962.268370645638,"ZNRF3__seq.10390.21__ANML",NA,0.999190949666589,"Q9ULT6","ZNRF3","ZNRF3","ZNRF3__seq.10390.21","ZNRF3_1"
"seq.10391.1",-0.0338247834007776,-0.0230752567973836,0.077162107859045,-0.438360023323451,0.661409559079363,0.0819066946264326,0.0681215098610638,333,-0.185611403205758,0.117961836404203,479.820010585111,"ANGPTL3__seq.10391.1__ANML",NA,0.999190949666589,"Q9Y5C1","ANGPTL3","ANGPTL3","ANGPTL3__seq.10391.1","ANGPTL3_2"
"seq.10396.6",-0.0351751591340816,-0.0727708718925568,0.0245514003069183,-1.43271498547354,0.152906416145411,0.17112571483289,0.158294843545473,323,-0.0834760031677076,0.0131256848995443,-301.57603542604,"MCL1__seq.10396.6__ANML",NA,0.999190949666589,"Q07820","MCL1","MCL1","MCL1__seq.10396.6","MCL1_1"
"seq.10398.110",0.000245949066322354,0.00181891738212361,0.00747800206128393,0.0328896761871347,0.973782631503951,0.00434511968570055,-0.0108789610530502,327,-0.0144651138903665,0.0149570120230112,-1083.69569570734,"ANKRD1__seq.10398.110__ANML",NA,0.999190949666589,"Q15327","ANKRD1","ANKRD1","ANKRD1__seq.10398.110","ANKRD1_1"
"seq.10418.36",-0.0301376971154475,-0.0244187165627009,0.0413347391561529,-0.729113034960602,0.466449668206344,0.631469557592662,0.625885763010733,330,-0.111450514509925,0.0511751202790296,55.9324149239409,"STX12__seq.10418.36__ANML",NA,0.999190949666589,"Q86Y82","STX12","STX12","STX12__seq.10418.36","STX12"
"seq.10419.1",0.0135634219058724,0.0602988035535449,0.0113930317385132,1.19050154666228,0.234715489803793,0.166769648234495,0.153990041612325,326,-0.00884971941337938,0.0359765632251242,-826.344718006805,"SCARA5__seq.10419.1__ANML",NA,0.999190949666589,"Q6ZMJ2","SCARA5","SCARA5","SCARA5__seq.10419.1","SCARA5"
"seq.10420.30",0.020175540714501,0.0396226344358577,0.0277296243729774,0.727580743364201,0.467384597851258,0.023133610737226,0.00837732086920828,331,-0.0343729784214568,0.0747240598504587,-212.999343474207,"FAIM__seq.10420.30__ANML",NA,0.999190949666589,"Q9NVQ4","FAIM","FAIM","FAIM__seq.10420.30","FAIM_1"
"seq.10425.3",0.00656714754046814,0.0410525430439045,0.00879826497207516,0.746413930622871,0.455955332465841,0.022200087829972,0.00720315666172022,326,-0.0107413933913311,0.0238756884722674,-986.395479471982,"B4GALT5__seq.10425.3__ANML",NA,0.999190949666589,"O43286","B4GALT5","B4GALT5","B4GALT5__seq.10425.3","B4GALT5"
"seq.10428.1",-0.0482790387290716,-0.0888593209862603,0.0286521040651309,-1.68500849429157,0.0929266178730936,0.0808111698318497,0.0669679645582331,332,-0.104641597084353,0.00808351962620994,-191.232643729039,"KIR2DS2__seq.10428.1__ANML",NA,0.999190949666589,"P43631","KIR2DS2","KIR2DS2","KIR2DS2__seq.10428.1","KIR2DS2"
"seq.10430.31",-0.0170450401182466,-0.0421766569782638,0.0217315820447321,-0.784344190089851,0.433405983451405,0.0591649453424628,0.0447790882376076,327,-0.0597963885383904,0.0257063083018972,-379.535303713087,"SLC3A2__seq.10430.31__ANML",NA,0.999190949666589,"P08195","SLC3A2","SLC3A2","SLC3A2__seq.10430.31","SLC3A2_1"
"seq.10432.3",-0.0146648031100842,-0.0747090300368725,0.010737999793444,-1.36569225108737,0.172960072297114,0.0109285085286731,-0.00396714646336482,332,-0.0357878989428098,0.00645829272264138,-854.697035966706,"SHISAL1__seq.10432.3__ANML",NA,0.999190949666589,"Q3SXP7","SHISAL1","SHISAL1","SHISAL1__seq.10432.3","SHISAL1"
"seq.10435.2",-0.0128854877008907,-0.0537725939891953,0.0117218009447805,-1.0992754237674,0.272446843160864,0.21141172012352,0.199499510457712,331,-0.0359441081331008,0.0101731327313194,-793.168760539201,"AGA__seq.10435.2__ANML",NA,0.999190949666589,"P20933","AGA","AGA","AGA__seq.10435.2","AGA"
"seq.10438.19",0.0666750620588252,0.0581379322409028,0.0587948885011294,1.13402820820971,0.257593560325159,0.123608403468342,0.110527931878317,335,-0.0489786351101221,0.182328759227772,297.647874185175,"CSF2RA__seq.10438.19__ANML",NA,0.999190949666589,"P15509","CSF2RA","CSF2RA","CSF2RA__seq.10438.19","CSF2RA"
"seq.10439.57",-0.0190301350344153,-0.0609145982860032,0.0128928709551635,-1.47601997263409,0.140894960767742,0.44242499198476,0.433951207668419,329,-0.0443929995878447,0.00633272951901411,-725.134723764719,"AMY2B__seq.10439.57__ANML",NA,0.999190949666589,"P19961","AMY2B","AMY2B","AMY2B__seq.10439.57","AMY2B_1"
"seq.10440.26",-0.0053284546725465,-0.00603080327047715,0.0341072831917558,-0.156226300482193,0.8759493129185,0.506250033113101,0.498836369946631,333,-0.072421350007455,0.061764440662362,-73.6901704049154,"CLMP__seq.10440.26__ANML",NA,0.999190949666589,"Q9H6B4","CLMP","CLMP","CLMP__seq.10440.26","CLMP_1"
"seq.10442.1",-0.0348244026889303,-0.0674409985558303,0.0275882427452859,-1.26229144097555,0.207746201320896,0.0783480574099844,0.06421229141934,326,-0.08909785663795,0.0194490512600895,-227.928363995449,"TMEM190__seq.10442.1__ANML",NA,0.999190949666589,"Q8WZ59","TMEM190","TMEM190","TMEM190__seq.10442.1","TMEM190"
"seq.10445.20",0.0206246707962975,0.0196639293649269,0.0561983874015518,0.36699755544459,0.713859678853715,0.0707331775908523,0.056436764938404,325,-0.0899338590883512,0.131183200680946,239.028881915152,"APOM__seq.10445.20__ANML",NA,0.999190949666589,"O95445","APOM","APOM","APOM__seq.10445.20","APOM_1"
