"apt_name","UniProt","symbol","label","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","acme.x","acme_p.x","p_adjusted.x","ade.x","ade_p.x","ade_p_adjusted.x","prop_m.x","prop_m_p.x","prop_m_p_adjusted.x","acme.y","acme_p.y","p_adjusted.y","ade.y","ade_p.y","ade_p_adjusted.y","prop_m.y","prop_m_p.y","prop_m_p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y","standardized_beta.x","p.x","p_adjusted.x","standardized_beta.y","p.y","p_adjusted.y"
"seq.10022.207","Q9Y253","POLH","POLH",-0.0215401106559012,0.458677382396264,0.814706389150916,-0.0156463001084382,0.613064608761749,0.962635395520248,-0.0244457868930218,0.437122760292155,0.694637778383101,-0.0186558722487469,0.577440048818689,0.813665523335426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0128094194278141,0.765720496325782,0.979551597192787,NA,NA,NA,0.0250275541913466,0.682004782268174,0.94618260118523,-0.0498041228813847,0.419954693320259,0.912672402899442,-0.0271539254678779,0.498494068948988,0.999980772643425,NA,NA,NA
"seq.10023.32","P11473","VDR","VDR",-0.0089408586561071,0.763598377577538,0.939023432165928,-0.0038659543000684,0.902668568731867,0.985388362118608,-0.0175887754442623,0.584185733384478,0.798310461021557,-0.0161706081644352,0.636136866530448,0.842850004341134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0002828927637381,0.994832764350137,0.998005555330743,NA,NA,NA,0.0535499198828701,0.389940529410199,0.855325351816817,-0.0826384322659794,0.184051342661551,0.807019383872636,-0.015465736637153,0.708625651064325,0.999980772643425,NA,NA,NA
"seq.10024.44","Q86XE5","HOGA1","HOGA1",-0.0088393977587784,0.768691332193148,0.941149587038172,0.0126361759046637,0.692491996804343,0.975894625328327,-0.0632193889584586,0.051918551378908,0.214460850241774,-0.0679060651496824,0.0498938702762025,0.24438172104088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0197351192142736,0.658267297239124,0.955931699586179,NA,NA,NA,-0.111394687038932,0.0784637759058126,0.562053694664547,0.0796944816062152,0.213368419275284,0.824001305482261,-0.0264043664162679,0.527417293685381,0.999980772643425,NA,NA,NA
"seq.10025.1","P09622","DLD","DLD_1",0.0692747377266467,0.0040090377168911,0.120685288295669,0.0644290744513852,0.0118376033488701,0.322958965634696,0.0391523447715021,0.133617533273018,0.369413180225403,0.0154261383743629,0.577310394010277,0.813640205139266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0608492978026152,0.0945215478667773,0.73396248158854,NA,NA,NA,0.109306029981619,0.0491132578691262,0.484810411350385,0.0027443035798324,0.954909860161903,0.997755947908024,0.0623231507596625,0.0570349476715541,0.95079998578323,NA,NA,NA
"seq.10030.8","Q9UIF7","MUTYH","MUTYH",0.0490037539193315,0.0956412783073741,0.497320993910935,0.0595227642183151,0.0570552605925016,0.617155259952228,-0.0115551450736175,0.717222322812628,0.875599416727729,-0.0335173189009444,0.322757693881898,0.625431987222077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329591283011654,0.443937527226439,0.912239869593342,NA,NA,NA,0.129387763583894,0.0368328974978695,0.440145653567942,0.0101880529362443,0.866936660685948,0.989918450275232,0.0441962177446704,0.284697416191886,0.999980772643425,NA,NA,NA
"seq.10035.6","Q13115","DUSP4","DUSP4",0.0105770868785917,0.705453221238149,0.9184981998272,0.0036834771999751,0.901573191208446,0.985388362118608,0.0231887485674453,0.443806372661814,0.700311044145123,0.0218262454399674,0.498343579937712,0.764140808218528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0082904087376047,0.834633327198717,0.984665927491402,NA,NA,NA,-0.0513491315897428,0.324379244954455,0.813848161767954,0.0400514228142685,0.495288773619443,0.937766965355931,0.0023751516770866,0.952468804373426,0.999980772643425,NA,NA,NA
"seq.10036.201","Q9H4I2","ZHX3","ZHX3",-0.0339141287287006,0.243179429350382,0.674820226097594,-0.0168499948115379,0.585396096421783,0.95790847880537,-0.0603425920043477,0.0550186195039264,0.219863216174495,-0.0541125947668799,0.105857584113636,0.360039485979044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0067994075843316,0.874565196197527,0.986611432922933,NA,NA,NA,0.0100672213124912,0.871748742259688,0.98226606841994,-0.0203972048434429,0.738783326442787,0.977714078323055,-0.0171551516235875,0.668033381207829,0.999980772643425,NA,NA,NA
"seq.10037.98","Q96PQ1","SIGLEC12","SIGLEC12_1",0.015545144037679,0.603675535000258,0.884007147166135,0.0298377817896759,0.348798980074383,0.886911193662087,-0.0343554906960897,0.288782508576495,0.563858365850886,-0.0453574987782127,0.188045177235812,0.489825698510259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0083930608882691,0.848919466553493,0.985597467145773,NA,NA,NA,0.0183558347700759,0.770908207527548,0.968955536894097,-0.0272350901580952,0.662804829990471,0.965604579528519,0.0725366001465127,0.0824179356433767,0.999980772643425,NA,NA,NA
"seq.10039.32","P00491","PNP","PNP_1",0.0135734101754005,0.192213089361102,0.627327613887416,0.0152603359699401,0.168014354036482,0.78794972104483,0.0002230136879697,0.984215519195443,0.995335792998389,-0.0053823651487042,0.653201591605194,0.851874972224103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0192921676711931,0.22311041666594,0.828855545659443,NA,NA,NA,0.0349515535521959,0.135316626134467,0.657187747593061,0.0060884367399445,0.771735624687064,0.98402144310592,0.0133461718797867,0.339866647686591,0.999980772643425,NA,NA,NA
"seq.10040.63","Q9H3D4","TP63","TP63",0.0218039540769934,0.468431506382743,0.821999684608848,0.0128626770827038,0.68744416504677,0.975546589941575,0.0332618436553415,0.306953647612754,0.582939865187411,0.0285372394318691,0.409768946576523,0.700743374603279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010652265320043,0.810416219801354,0.984547685282688,NA,NA,NA,0.0223322731374375,0.723313637628586,0.956849761649492,0.0018716595509979,0.976581541045731,0.997755947908024,-0.0001521727069027,0.997104279416147,0.999980772643425,NA,NA,NA
"seq.10041.3","P41235","HNF4A","HNF4A",-0.0655990207931394,0.0217276873616745,0.29753045569511,-0.0701657767068741,0.020977224950363,0.421652899415208,-0.011202220390683,0.717632946639342,0.875599416727729,0.0145708530584369,0.657545680446608,0.853871708030934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.105117740549141,0.011742539463192,0.392405504538321,NA,NA,NA,0.0167600517645748,0.775763161712393,0.969712486227247,-0.216572287311131,0.0002583973684076,0.0570431766318198,-0.0218768726738424,0.585990735640158,0.999980772643425,NA,NA,NA
"seq.10042.8","Q96BR1","SGK3","SGK3",-0.0055949593299482,0.826654768099538,0.956053339515023,-0.0034225543464287,0.89988397219103,0.985388362118608,-0.008134556361631,0.768654357151503,0.901658041590718,-0.006865540805786,0.81565827509478,0.93194592459393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0347535012273385,0.362497281086465,0.872645374075788,NA,NA,NA,-0.028540125462761,0.597712610748162,0.93001631125595,-0.0176547046402258,0.736175466587532,0.976488263713844,0.0367176114953705,0.295239296810703,0.999980772643425,NA,NA,NA
"seq.10043.31","O60885","BRD4","BRD4",0.0073064553718973,0.781529468211161,0.944969655754076,0.0030360137130332,0.913764627309322,0.987006833989433,0.0146663305769934,0.606815826886122,0.812705210068787,0.0135463166325469,0.655134045140268,0.852716011943336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093617257563646,0.810370045661139,0.984547685282688,NA,NA,NA,-0.0345935735435917,0.537713455029767,0.911354508029488,0.0554987713891787,0.313421134593989,0.883344937662585,-0.0200724857078505,0.578626907820593,0.999980772643425,NA,NA,NA
"seq.10044.12","Q9GZT5","WNT10A","WNT10A",-0.0441081603237661,0.133541331056453,0.562616355630281,-0.0534065123723346,0.0874431546402813,0.67033752591809,0.0101957886582919,0.748721142539619,0.893222200794753,0.0297452849060568,0.378833995183534,0.677086765189413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0922502614043445,0.0330338492571053,0.567574509051916,NA,NA,NA,-0.0761614308226809,0.216086778595391,0.740737934262118,-0.148079070933985,0.0168606060465441,0.484483436472517,-0.0042921122736881,0.916467222686714,0.999980772643425,NA,NA,NA
"seq.10045.47","Q13618","CUL3","CUL3",-0.016432249078882,0.27080266273685,0.697544793266831,-0.0237005050724004,0.134730880083706,0.741325121910726,0.0147195135675487,0.362353497667818,0.638390624065309,0.0233644980267504,0.173259600558144,0.47114452783355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021716966049617,0.334592135147451,0.864760583714323,NA,NA,NA,-0.0073122527054895,0.802710250924684,0.972325234257437,-0.0430945362243573,0.197902369731987,0.819373663756628,-0.0153597561591654,0.488121541881914,0.999980772643425,NA,NA,NA
"seq.10046.55","Q13490","BIRC2","BIRC2_1",-0.0527610984525837,0.0261486773621477,0.320297506254289,-0.061092971842632,0.015462418343454,0.376734841578805,0.0040670152375225,0.874461391467642,0.948112514467882,0.0265718637043649,0.330699141743976,0.632487069468329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0500966594572131,0.149607620896629,0.785489762659031,NA,NA,NA,-0.0696589035949439,0.157513243059962,0.684480976450879,-0.0275765823489316,0.578996166986363,0.954157261845668,-0.0349697535067059,0.290859756383806,0.999980772643425,NA,NA,NA
"seq.10047.12","P19878","NCF2","NCF2",0.0171093137972923,0.563944532611851,0.866835243218042,0.0262739426400848,0.404479571400087,0.90937116956926,-0.0196847720094125,0.539359435516957,0.770321739490386,-0.0292988170401048,0.390065566688332,0.685485524253144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193757961587835,0.655386547854867,0.955931699586179,NA,NA,NA,0.0291429428870316,0.641597705485766,0.936605803498544,0.0179537019999224,0.771523199951351,0.98402144310592,0.0292940675989668,0.478843588642194,0.999980772643425,NA,NA,NA
"seq.10048.7","Q13951","CBFB","CBFB",0.0538268501766138,0.0500100194520805,0.406610481817418,0.0336125612308309,0.248319619095641,0.839330673370143,0.0771942785800811,0.0094122164753759,0.0752667365786102,0.0649155675774071,0.0396703027225314,0.216478018976511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045965432957567,0.265285940797675,0.844018819490882,NA,NA,NA,0.0725135116541167,0.210729014372429,0.734125957751744,-0.0051366327579239,0.933942000930026,0.996305092513581,0.0334960425514329,0.382092514489208,0.999980772643425,NA,NA,NA
"seq.10049.112","P54274","TERF1","TERF1",0.0203444118076736,0.4786593573813,0.830145215141553,0.0202406868089967,0.506814592636304,0.940799920142794,0.0076805580005921,0.804940116590616,0.915865379640578,0.0003351870658342,0.991900053871635,0.996826030135861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.018617749477727,0.657837064421978,0.955931699586179,NA,NA,NA,-0.0243736149912144,0.694381957440194,0.947726350640071,-0.0340644575839391,0.558722694767451,0.951163312607103,0.0587358611566302,0.144976008363039,0.999980772643425,NA,NA,NA
"seq.10053.5","Q13418","ILK","ILK",0.0253956107788231,0.0958845912908053,0.498080602826513,0.0081252519993407,0.614681158328328,0.962635395520248,0.0580879601338757,0.0004224088426459,0.0104313505717834,0.0551034180052185,0.0016504726270747,0.036995978733045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0171122861831583,0.473396326289449,0.922936114478893,NA,NA,NA,0.0114886841208466,0.759651827428597,0.965643030339075,0.0293731171224553,0.328920347632078,0.887260621040797,-0.0024575617131445,0.902052729322714,0.999980772643425,NA,NA,NA
"seq.10054.3","Q9H2C0","GAN","GAN",0.0051634510878678,0.863206662387865,0.967401405448446,0.0145946225752112,0.646861482951578,0.970678365730433,-0.0247828902762813,0.444866359135616,0.701179451818036,-0.0301354491310839,0.382265897772842,0.679204095844269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0030037254530289,0.945694934732418,0.992047153857992,NA,NA,NA,0.0447773034734129,0.475240270853348,0.890993284572938,-0.0195217767743358,0.757536029701345,0.982880298472254,0.035930679298388,0.389422241268922,0.999980772643425,NA,NA,NA
"seq.10056.5","Q08050","FOXM1","FOXM1",0.0001729694073039,0.987347838858535,0.99597694708558,0.0030804070870816,0.790546641890528,0.978453297239787,-0.0081450880815466,0.490287393726044,0.73598674290011,-0.0092765735696958,0.460051671699776,0.735813630217965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028331200101295,0.861633495759306,0.986611432922933,NA,NA,NA,0.015409833874832,0.510205988145655,0.90480979714295,0.0060220312778739,0.785585395998872,0.985759425361522,0.0027147656937159,0.857243649537433,0.999980772643425,NA,NA,NA
"seq.10058.1","P54725","RAD23A","RAD23A",-0.0073131241226985,0.585472101691687,0.875983623089738,-0.0143127850201559,0.315163692778456,0.867744736876502,0.0170760384239755,0.239330619331805,0.509206647731366,0.0223333658120411,0.147780198785058,0.431405377356116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00227626279251,0.912123382917646,0.987822397968064,NA,NA,NA,0.0308327916605892,0.308788318302527,0.807542891722503,-0.0367416902519581,0.181973811643818,0.806461134276638,-0.0200251726431359,0.261486866308296,0.999980772643425,NA,NA,NA
"seq.10063.10","Q9NW38","FANCL","FANCL",0.0631323280592799,0.0344060750694738,0.357558141057227,0.0840343522043752,0.0080537143389248,0.270374695663907,-0.0356891095145223,0.269902089260814,0.543309400460081,-0.0666174144363851,0.0522666346294113,0.250996989634319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0883086053927873,0.0447215775553377,0.617039190323172,NA,NA,NA,0.118899417187149,0.0572451334752485,0.511777428095657,0.0676908541543736,0.280526765745893,0.863926130924853,0.0563614879984173,0.175553734914722,0.999980772643425,NA,NA,NA
"seq.10064.12","O75884","RBBP9","RBBP9",0.0384396071488633,0.141488848380806,0.573273782232575,0.0352476947496824,0.205317700865696,0.81389348866519,0.0231324841812728,0.413478991114441,0.678934821483489,0.0100944756115814,0.737266412475516,0.894418953352895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0304476917818432,0.430897719479682,0.905693289570676,NA,NA,NA,0.0792369613229383,0.16559381943015,0.694772026822684,-0.0127679239968425,0.818991041403946,0.989474764695703,0.0364405587756871,0.317156067033015,0.999980772643425,NA,NA,NA
"seq.10069.2","Q13526","PIN1","PIN1_1",-0.0060972218682697,0.821415941084639,0.95434022905043,0.0065135729362536,0.820651984863273,0.981598592820366,-0.0375766605196681,0.198723823633868,0.461254925703208,-0.0399852359409356,0.198856440226424,0.504899333050627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0223422041938077,0.583609647825994,0.941401192358747,NA,NA,NA,-0.0110542467416363,0.853763647301367,0.981549653557124,-0.0056505283446434,0.921694366661237,0.994879374811827,0.0452059426103979,0.21591739917888,0.999980772643425,NA,NA,NA
"seq.10070.22","P16885","PLCG2","PLCG2",0.0059090109433271,0.598850550745375,0.882229780016189,-0.001671263545642,0.888563741834317,0.985058812703403,0.0235720087941358,0.0523879202668696,0.214649043388158,0.0241858920879047,0.0612515634847862,0.272458467027303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.010323091616962,0.539201073229748,0.935283819281089,NA,NA,NA,-0.0201892880537906,0.436792587349137,0.879596107521804,-0.0003556432706772,0.98703501388319,0.997909360578419,0.0083609686505005,0.587518686307795,0.999980772643425,NA,NA,NA
"seq.10073.22","Q9NUW8","TDP1","TDP1",-0.0296585589889483,0.203952051299826,0.638369109397583,-0.0339763906822871,0.171314466490906,0.791407433412582,0.0012266066612109,0.961281140990714,0.985079914491117,0.0137315331764003,0.609202242177007,0.830873967287949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0477113117500573,0.169984588956314,0.791742062974923,NA,NA,NA,-0.0147022826732029,0.753428489786795,0.964845480741752,-0.0913430357741786,0.0746131834608409,0.701820574954366,-0.0134383210256754,0.677470491136333,0.999980772643425,NA,NA,NA
"seq.10074.128","P25440","BRD2","BRD2_1",0.0245213076518579,0.406453875661315,0.787400777681204,0.0252098367884329,0.42254790723024,0.917149859662285,0.0071028170726661,0.823943112569256,0.92554864606981,-0.0021830619041408,0.948751705817746,0.983305758554884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0405436973542836,0.343969747274497,0.869516547437763,NA,NA,NA,0.0194262094748675,0.754318410882618,0.964965297495431,0.100102930218844,0.101878452917326,0.743367580053406,0.0124629110502703,0.763512419132341,0.999980772643425,NA,NA,NA
"seq.10075.75","Q9BR61","ACBD6","ACBD6_1",-0.0127209081575929,0.18723107836587,0.62188107574119,-0.0176664382974792,0.0848536973308155,0.668555455718035,0.0092902026996601,0.373739681641828,0.646840569550505,0.0157793835110894,0.155019679003645,0.442356996232771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019399997019679,0.199441774965693,0.81192312291994,NA,NA,NA,-0.0249353392413491,0.304655677754187,0.806181116033147,-0.0094741359397875,0.609072746296725,0.958896865880299,-0.0124615471171068,0.324401021056265,0.999980772643425,NA,NA,NA
"seq.10076.1","O00189","AP4M1","AP4M1",-0.017677371312497,0.333928701721083,0.741022853967968,-0.0082692763402099,0.670513404851511,0.972555167117656,-0.0330552455162684,0.0949914012865319,0.30285004742774,-0.030017800817585,0.153870803393159,0.441489764939998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0221626006166226,0.390487531793368,0.884973650970065,NA,NA,NA,-0.0524309800784795,0.1451420271054,0.670063160622837,0.0156218294950183,0.676726470720028,0.96806902840185,0.0029203005819335,0.911638130687838,0.999980772643425,NA,NA,NA
"seq.10078.5","O95817","BAG3","BAG3",-0.006399401365129,0.79957502144676,0.94754268603871,-0.0262678840807465,0.326080038606362,0.873399398815979,0.0539258693057512,0.0481470251815126,0.205117589735274,0.0635669139393565,0.0284368530626261,0.181881013662187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0169614109079868,0.639690833040653,0.953580462185626,NA,NA,NA,-0.0709720833592519,0.133355892943151,0.654104763989396,0.0105805607191319,0.84358349414038,0.989808036057025,-0.037777405287712,0.287002236090702,0.999980772643425,NA,NA,NA
"seq.10080.9","Q14232","EIF2B1","EIF2B1",-0.0009085093682919,0.952334815758038,0.988246544624671,-0.0112267335536384,0.486579695955732,0.939380209875734,0.0288929215294293,0.0789934660895665,0.271170274627686,0.0330087612248074,0.0590708611998262,0.267120561043286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0164082737614062,0.501212812727331,0.924184760567374,NA,NA,NA,-0.0283986171712305,0.4025774219128,0.862125513381896,-0.007371300367677,0.838628469884177,0.989808036057025,0.0029210741714086,0.880268886277491,0.999980772643425,NA,NA,NA
