"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label","Gender"
"seq.17467.1",0.181315665037755,0.162117893837949,0.0385685189930303,4.70113112381943,4.75741089793041e-06,0.759851921795256,0.756320332409892,204,0.1052716245735,0.25735970550201,-25.9261014120684,"DHRS9__seq.17467.1__ANML",1.39550719672625e-05,"Q9BPW9","DHRS9","DHRS9","DHRS9__seq.17467.1","DHRS9","male"
"seq.17671.58",0.493737210159212,0.54632137956219,0.0492534465833377,10.0244194956753,1.87354725459611e-19,0.40588281641498,0.39705929388649,202,0.396620378069135,0.590854042249288,74.6816001300137,"ING4__seq.17671.58__ANML",2.06090198005572e-18,"Q9UNL4","ING4","ING4","ING4__seq.17671.58","ING4","male"
"seq.19158.1",0.676223459126542,0.528042940212194,0.0740625424107754,9.13043810157072,6.79735614929261e-17,0.324574913564792,0.31464219170545,204,0.530197240878743,0.822249677374341,245.502887226198,"PAF__seq.19158.1__ANML",5.9816734113775e-16,"Q15004","PCLAF","PCLAF","PCLAF__seq.19158.1","PCLAF","male"
"seq.19287.59",0.109605378577077,0.0998288749786092,0.0381889645288134,2.8700798759385,0.00453609123237074,0.755687141192881,0.752094305033953,204,0.0343096908053506,0.184901066348802,-30.0402525491954,"DENR__seq.19287.59__ANML",0.00623712544450977,"O43583","DENR","DENR","DENR__seq.19287.59","DENR","male"
"seq.19606.28",0.168931511072867,0.22181546685855,0.045763418061602,3.69140938829065,0.000286204568301798,0.270842805453484,0.260119905533682,204,0.0787015695112544,0.259161452634481,45.2301436856734,"ihh__seq.19606.28__ANML",0.000503720040211165,"Q14623","IHH","IHH","IHH__seq.19606.28","IHH","male"
"seq.19823.75",0.154316531007854,0.238624215769731,0.0436598550384897,3.53451771362528,0.000505385602422356,0.0795702611043317,0.0660345296499837,204,0.0682341023874965,0.240398959628211,25.654844023215,"SIR1__seq.19823.75__ANML",0.00085526794256091,"Q96EB6","SIRT1","SIRT1","SIRT1__seq.19823.75","SIRT1","male"
"seq.20089.172",0.068637477556382,0.190749967153324,0.0244174731707994,2.81099838121108,0.00542759729266546,0.0826546069205398,0.0689628846357716,201,0.020490212554882,0.116784742557882,-224.486947995631,"ST1C4__seq.20089.172__ANML",0.00723679639022061,"O75897","SULT1C4","SULT1C4","SULT1C4__seq.20089.172","SULT1C4","male"
"seq.20133.1",-0.167036587685449,-0.27359048391407,0.0367548275902643,-4.54461627592272,9.44199680773226e-06,0.272072432181821,0.261314881918498,203,-0.239506774017197,-0.0945664013537,-46.0735598654496,"MAGE.3__seq.20133.1__ANML",2.30804366411233e-05,"P43357","MAGEA3","MAGEA3","MAGEA3__seq.20133.1","MAGEA3_2","male"
"seq.20241.9",-0.169771929204934,-0.244458694514345,0.0458701466826022,-3.70114206042698,0.000276113422497838,0.119029419649145,0.106073969938103,204,-0.260212303414363,-0.0793315549955053,46.199201836741,"SNP23__seq.20241.9__ANML",0.000503720040211165,"O00161","SNAP23","SNAP23","SNAP23__seq.20241.9","SNAP23","male"
"seq.20387.277",-0.0675341941103734,-0.0709199046548916,0.066472181459873,-1.01597679852197,0.310843869081949,0.0160100910946615,0.0015396512578183,204,-0.198594794534137,0.0635264063133904,200.522318248038,"CHCH7__seq.20387.277__ANML",0.318072796269901,"Q9BUK0","CHCHD7","CHCHD7","CHCHD7__seq.20387.277","CHCHD7","male"
"seq.20398.60",-0.184467690703226,-0.0980537418061268,0.125310349597148,-1.47208663367598,0.142538529126643,0.104050476383419,0.09087474809494,204,-0.431537206052712,0.0626018246462612,464.27044530224,"POP7__seq.20398.60__ANML",0.151778948384807,"O75817","POP7","POP7","POP7__seq.20398.60","POP7","male"
"seq.21115.48",-0.462692277802761,-0.3056247282798,0.100581471848901,-4.60017406086325,7.4052660983077e-06,0.108645646148804,0.0955374938862867,204,-0.661004832054957,-0.264379723550566,372.82308190541,"BN3D2__seq.21115.48__ANML",2.03644817703462e-05,"Q7Z5W3","BCDIN3D","BCDIN3D","BCDIN3D__seq.21115.48","BCDIN3D","male"
"seq.21569.49",0.355335473771212,0.283944537966339,0.0604995309118373,5.87335915528044,1.71356852994706e-08,0.528028407835391,0.521087649127087,204,0.236050914839623,0.4746200327028,161.356781554168,"STK10__seq.21569.49__ANML",7.47975058439243e-08,"O94804","STK10","STK10","STK10__seq.21569.49","STK10","male"
"seq.21823.5",-0.175855378808784,-0.269584253052895,0.0342817367420372,-5.1297103216228,6.75916996567598e-07,0.445241897787017,0.43704350218781,203,-0.243449325301121,-0.108261432316447,-74.9021128206349,"PPM1G__seq.21823.5__ANML",2.12431056064102e-06,"O15355","PPM1G","PPM1G","PPM1G__seq.21823.5","PPM1G","male"
"seq.22055.31",0.336741438984073,0.341911896337639,0.0574995179250517,5.85642195162405,1.86993764609811e-08,0.311687521853639,0.301565279527958,204,0.223371888326503,0.450110989641643,140.199417741181,"FOXO1A__seq.22055.31__ANML",7.47975058439243e-08,"Q12778","FOXO1","FOXO1","FOXO1__seq.22055.31","FOXO1","male"
"seq.22792.21",-0.110596693278193,-0.169271039787561,0.0445849978797141,-2.48058088006579,0.0139259872363789,0.059669594649651,0.0458412063356753,204,-0.198503189855787,-0.0226901967005982,34.3776989018936,"SYWM__seq.22792.21__ANML",0.0175069553828763,"Q9UGM6","WARS2","WARS2","WARS2__seq.22792.21","WARS2","male"
"seq.22821.50",1.60899991658429,0.87486003076356,0.0545735738253201,29.4831326556402,1.74763944110949e-75,0.822191778818101,0.819576952036014,204,1.501399335473,1.71660049769557,118.473071378016,"UNG__seq.22821.50__ANML",7.68961354088178e-74,"P13051","UNG","UNG","UNG__seq.22821.50","UNG","male"
"seq.23245.5",0.121673729677976,0.196828778015148,0.034960121829429,3.48035771361507,0.000612288875609093,0.354120701677148,0.344622476701812,204,0.0527442247749537,0.190603234580998,-66.7890900113464,"SPC1L__seq.23245.5__ANML",0.000997804093585188,"Q9H0A9","SPATC1L","SPATC1L","SPATC1L__seq.23245.5","SPATC1L","male"
"seq.23356.32",0.359122875783249,0.292006306808867,0.0783500844811739,4.58356718006525,8.000064884435e-06,0.188793038340243,0.176745410196781,202,0.204633951116287,0.51361180045021,258.474853329583,"CCD24__seq.23356.32__ANML",2.07060502891259e-05,"Q8N4L8","CCDC24","CCDC24","CCDC24__seq.23356.32","CCDC24","male"
"seq.23631.1",-0.109984769740832,-0.226841237525831,0.0293031992406783,-3.75333658408714,0.00022776919297483,0.266097918067333,0.255252074491973,203,-0.167762440003957,-0.0522070994777069,-139.803953762365,"GALK2__seq.23631.1__ANML",0.000435732369169241,"Q01415","GALK2","GALK2","GALK2__seq.23631.1","GALK2","male"
"seq.23678.132",0.040375929369964,0.118207480467891,0.0213292724345968,1.89298202710717,0.0597829555988003,0.215687888706595,0.204097069327875,203,-0.00167939911334238,0.0824312578532705,-271.076480321759,"SOX10__seq.23678.132__ANML",0.0692223696407162,"P56693","SOX10","SOX10","SOX10__seq.23678.132","SOX10","male"
"seq.24488.8",0.124640051325169,0.203586208650984,0.0408524110267495,3.05098397359111,0.00258705163282751,0.110398800318635,0.0971869013134665,202,0.0440881911533818,0.205191911496957,-2.6125691010156,"HID1__seq.24488.8__ANML",0.00379434239481368,"Q8IV36","HID1","HID1","HID1__seq.24488.8","HID1","male"
"seq.2743.5",0.143139302611638,0.151201655504805,0.0573136508721758,2.49747312260521,0.0132988467376965,0.259826750408191,0.2489418496789,204,0.030136218752869,0.256142386470407,138.852520649987,"Sonic_Hedgehog__seq.2743.5__ANML",0.0172102722487837,"Q15465","SHH","SHH","SHH__seq.2743.5","SHH","male"
"seq.2797.56",-0.195289438798837,-0.18275306230446,0.0672615344265429,-2.90343419108458,0.00409918952477409,0.204333891942681,0.192575279508336,203,-0.327910274004225,-0.0626686035934491,204.088207054358,"Apo_B__seq.2797.56__ANML",0.00581820448677613,"P04114","APOB","APOB","APOB__seq.2797.56","APOB","male"
"seq.2943.5",-0.0707169424216027,-0.0973502243193776,0.0483216558797674,-1.46346272978638,0.144879905276406,0.106421895134233,0.0932810406509134,204,-0.165990861435316,0.0245569765921109,67.8583731599915,"Cytochrome_P450_3A4__seq.2943.5__ANML",0.151778948384807,"P08684","CYP3A4","CYP3A4","CYP3A4__seq.2943.5","CYP3A4_1","male"
"seq.4455.89",0.1600816543155,0.158151317333593,0.0491109801047242,3.25958989159129,0.00130726677947622,0.524619194871142,0.51762830067807,204,0.063251455598309,0.256911853032691,74.598744246894,"MFGM__seq.4455.89__ANML",0.0019834392516191,"Q08431","MFGE8","MFGE8","MFGE8__seq.4455.89","MFGE8","male"
"seq.5744.12",0.206393783768278,0.211379141467549,0.0594987668020237,3.46887498450233,0.000638126742074795,0.254420586095844,0.243402171112039,203,0.0890789438043964,0.32370862373216,149.668277330269,"CA056__seq.5744.12__ANML",0.00100277059468896,"Q9BUN1","MENT","MENT","MENT__seq.5744.12","MENT","male"
"seq.5918.5",0.162503207052922,0.141873974817504,0.0369971150742724,4.39232104251086,1.8007899754948e-05,0.789312262338188,0.786213913254926,204,0.0895574422368793,0.235448971868965,-43.2302183492145,"PSME1__seq.5918.5__ANML",3.96173794608856e-05,"Q06323","PSME1","PSME1","PSME1__seq.5918.5","PSME1","male"
"seq.5963.9",0.161534035416953,0.226525282972535,0.0296657028721408,5.44514438485295,1.47925414607529e-07,0.650508593141896,0.645369013629277,204,0.103043329304611,0.220024741529296,-135.103130101487,"Dermokine__seq.5963.9__ANML",5.42393186894273e-07,"Q6E0U4","DMKN","DMKN","DMKN__seq.5963.9","DMKN_1","male"
"seq.6378.2",-0.117083154945011,-0.116078496498626,0.0677909640249575,-1.72712037111475,0.0856596768423906,0.0878205704418952,0.0744061670660408,204,-0.250743947374098,0.016577637484076,208.694794609184,"CEI__seq.6378.2__ANML",0.0966416866939791,"Q86SI9","C5orf38","C5orf38","C5orf38__seq.6378.2","C5orf38","male"
"seq.7223.60",-0.703607327639648,-0.518185457163978,0.0800648289558626,-8.7879701588762,6.31058087355745e-16,0.297873713388615,0.2875483268208,204,-0.861468019515929,-0.545746635763366,277.920421254856,"S100A13__seq.7223.60__ANML",3.96665083480754e-15,"Q99584","S100A13","S100A13","S100A13__seq.7223.60","S100A13","male"
"seq.7965.25",-0.165283024302024,-0.137794654639173,0.0818613514544843,-2.01906053791358,0.0447896238964101,0.0594367649456996,0.0456049526654894,204,-0.326685849325934,-0.00388019927811423,287.15159096811,"HBAT__seq.7965.25__ANML",0.0532633365254607,"P09105","HBQ1","HBQ1","HBQ1__seq.7965.25","HBQ1_2","male"
"seq.8980.19",0.137463477341134,0.168752699857493,0.0559751378087733,2.45579524628859,0.0148979585784974,0.051752235935068,0.0377387221804137,203,0.0270962430782369,0.247830711604032,128.034387927706,"MO2R2__seq.8980.19__ANML",0.0182086160403857,"Q6Q8B3","CD200R1L","CD200R1L","CD200R1L__seq.8980.19","CD200R1L","male"
"seq.9207.60",-0.0672456444192939,-0.048068183529974,0.094715451210978,-0.709975442861004,0.478530128829748,0.0743416868375714,0.0607290645851829,204,-0.253992395202734,0.119501106364146,347.825260100187,"QORL1__seq.9207.60__ANML",0.478530128829748,"O95825","CRYZL1","CRYZL1","CRYZL1__seq.9207.60","CRYZL1","male"
