source_layer,target_layer,source_node,target_node,class_idx,importance,normalized_importance
0,1,P04114,R-HSA-381426,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-432142,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-432142,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-5686938,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-5686938,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8856825,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8856825,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8866423,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8866423,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8957275,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8957275,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8963888,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8963888,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8963901,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8963901,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8964026,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8964026,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8964038,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8964038,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8964041,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8964041,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-8964046,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-8964046,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-9707616,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-9707616,1,0.2728120473469101,0.05027621387447165
0,1,P04114,R-HSA-975634,0,0.14704037181344692,0.02709789854725204
0,1,P04114,R-HSA-975634,1,0.2728120473469101,0.05027621387447165
0,1,P08684,R-HSA-211897,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-211897,1,0.26603142447445705,0.07189184116964817
0,1,P08684,R-HSA-5423646,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-5423646,1,0.26603142447445705,0.07189184116964817
0,1,P08684,R-HSA-9018677,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-9018677,1,0.26603142447445705,0.07189184116964817
0,1,P08684,R-HSA-9749641,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-9749641,1,0.26603142447445705,0.07189184116964817
0,1,P08684,R-HSA-9754706,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-9754706,1,0.26603142447445705,0.07189184116964817
0,1,P08684,R-HSA-9757110,0,0.1721479807899374,0.04652095261706238
0,1,P08684,R-HSA-9757110,1,0.26603142447445705,0.07189184116964817
0,1,P08754,R-HSA-392170,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-392170,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-418555,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-418555,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-418594,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-418594,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-418597,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-418597,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-9009391,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-9009391,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-9658195,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-9658195,1,0.11133270983147826,0.024965672613116344
0,1,P08754,R-HSA-977443,0,0.1920548546553144,0.04306711506745833
0,1,P08754,R-HSA-977443,1,0.11133270983147826,0.024965672613116344
0,1,P13051,R-HSA-9821002,0,0.14785875320819247,0.07392937660409624
0,1,P13051,R-HSA-9821002,1,0.11233764558868564,0.05616882279434282
0,1,P36404,R-HSA-389977,0,0.2563630861923625,0.07151067441871209
0,1,P36404,R-HSA-389977,1,0.23735972848194448,0.06620982184170597
0,1,P36404,R-HSA-5673001,0,0.2563630861923625,0.07151067441871209
0,1,P36404,R-HSA-5673001,1,0.23735972848194448,0.06620982184170597
0,1,P36404,R-HSA-83936,0,0.2563630861923625,0.07151067441871209
0,1,P36404,R-HSA-83936,1,0.23735972848194448,0.06620982184170597
0,1,P56693,R-HSA-418990,0,0.1357244171035152,0.037859368703637125
0,1,P56693,R-HSA-418990,1,0.1809692619793603,0.05048009900883378
0,1,P56693,R-HSA-9619665,0,0.1357244171035152,0.037859368703637125
0,1,P56693,R-HSA-9619665,1,0.1809692619793603,0.05048009900883378
0,1,P56693,R-HSA-9824585,0,0.1357244171035152,0.037859368703637125
0,1,P56693,R-HSA-9824585,1,0.1809692619793603,0.05048009900883378
0,1,P56693,R-HSA-9856649,0,0.1357244171035152,0.037859368703637125
0,1,P56693,R-HSA-9856649,1,0.1809692619793603,0.05048009900883378
0,1,Q06323,R-HSA-9907900,0,0.017793174227019492,0.008896587113509746
0,1,Q06323,R-HSA-9907900,1,0.022322722475465802,0.011161361237732901
0,1,Q08431,R-HSA-381426,0,0.04783916994726852,0.018506717189871146
0,1,Q08431,R-HSA-381426,1,0.0600174229754054,0.023217908561018456
0,1,Q08431,R-HSA-8957275,0,0.04783916994726852,0.018506717189871146
0,1,Q08431,R-HSA-8957275,1,0.0600174229754054,0.023217908561018456
0,1,Q08431,R-HSA-977225,0,0.04783916994726852,0.018506717189871146
0,1,Q08431,R-HSA-977225,1,0.0600174229754054,0.023217908561018456
0,1,Q12778,R-HSA-198693,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-198693,1,0.09366122031402167,0.020705192329378855
0,1,Q12778,R-HSA-211163,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-211163,1,0.09366122031402167,0.020705192329378855
0,1,Q12778,R-HSA-5674400,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-5674400,1,0.09366122031402167,0.020705192329378855
0,1,Q12778,R-HSA-5687128,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-5687128,1,0.09366122031402167,0.020705192329378855
0,1,Q12778,R-HSA-6785807,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-6785807,1,0.09366122031402167,0.020705192329378855
0,1,Q12778,R-HSA-9614085,0,0.23741316761942985,0.05248367766943825
0,1,Q12778,R-HSA-9614085,1,0.09366122031402167,0.020705192329378855
0,1,Q13490,R-HSA-111465,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-111465,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-166016,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-166016,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-168164,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-168164,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-168638,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-168638,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5357786,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5357786,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5357905,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5357905,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5357956,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5357956,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5675482,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5675482,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5676594,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5676594,1,0.2215556246380362,0.04608680412204885
0,1,Q13490,R-HSA-5689880,0,0.2786947954648539,0.057972585753158674
0,1,Q13490,R-HSA-5689880,1,0.2215556246380362,0.04608680412204885
0,1,Q14623,R-HSA-373080,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-373080,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-5362798,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-5362798,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-5632681,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-5632681,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-5635838,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-5635838,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-5658034,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-5658034,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-8878166,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-8878166,1,0.19132096607885932,0.04290254508652444
0,1,Q14623,R-HSA-9758920,0,0.11277307130133166,0.025288664777371916
0,1,Q14623,R-HSA-9758920,1,0.19132096607885932,0.04290254508652444
0,1,Q15004,R-HSA-5656169,0,0.09208948471907365,0.039660782313562966
0,1,Q15004,R-HSA-5656169,1,0.15362821340196484,0.06616407017092293
0,1,Q15465,R-HSA-373080,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-373080,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-5362768,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-5362768,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-5362798,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-5362798,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-5632681,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-5632681,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-5635838,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-5635838,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-5658034,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-5658034,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-9758920,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-9758920,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-9796292,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-9796292,1,0.10826449614282667,0.0242776446420564
0,1,Q15465,R-HSA-9925561,0,0.4953077423244553,0.1110697023034093
0,1,Q15465,R-HSA-9925561,1,0.10826449614282667,0.0242776446420564
0,1,Q15628,R-HSA-140534,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-140534,1,0.018850703404851905,0.004611834807306908
0,1,Q15628,R-HSA-5357786,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-5357786,1,0.018850703404851905,0.004611834807306908
0,1,Q15628,R-HSA-5357905,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-5357905,1,0.018850703404851905,0.004611834807306908
0,1,Q15628,R-HSA-5357956,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-5357956,1,0.018850703404851905,0.004611834807306908
0,1,Q15628,R-HSA-5675482,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-5675482,1,0.018850703404851905,0.004611834807306908
0,1,Q15628,R-HSA-9693928,0,0.28532160749739927,0.06980408595228244
0,1,Q15628,R-HSA-9693928,1,0.018850703404851905,0.004611834807306908
0,1,Q6E0U4,R-HSA-9725554,0,0.03157415193329697,0.015787075966648485
0,1,Q6E0U4,R-HSA-9725554,1,0.023988880154438844,0.011994440077219422
0,1,Q7Z5W3,R-HSA-203927,0,0.1422053596014967,0.07110267980074834
0,1,Q7Z5W3,R-HSA-203927,1,0.11509064776296525,0.057545323881482625
0,1,Q96EB6,R-HSA-3371453,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-3371453,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-427359,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-427359,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-9614085,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-9614085,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-9707616,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-9707616,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-9818564,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-9818564,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-9854907,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-9854907,1,0.06313222809947784,0.014607422130451521
0,1,Q96EB6,R-HSA-9856649,0,0.1998613832731043,0.04624356974136865
0,1,Q96EB6,R-HSA-9856649,1,0.06313222809947784,0.014607422130451521
0,1,Q96QV1,R-HSA-5632681,0,0.030331508641804405,0.013063069743025698
0,1,Q96QV1,R-HSA-5632681,1,0.012267515509966355,0.005283331355944275
0,1,Q9BPW9,R-HSA-2453902,0,0.029078775510677824,0.00969292517022594
0,1,Q9BPW9,R-HSA-2453902,1,0.01696155509916539,0.005653851699721797
0,1,Q9BPW9,R-HSA-5365859,0,0.029078775510677824,0.00969292517022594
0,1,Q9BPW9,R-HSA-5365859,1,0.01696155509916539,0.005653851699721797
0,1,Q9BUK0,R-HSA-1268020,0,0.3204947691967549,0.20220968575024972
0,1,Q9BUK0,R-HSA-1268020,1,0.020179612043252942,0.012731917653617194
0,1,Q9UBQ0,R-HSA-3238698,0,0.13532995660890543,0.06766497830445271
0,1,Q9UBQ0,R-HSA-3238698,1,0.054733918169918266,0.027366959084959133
0,1,Q9UBT2,R-HSA-3215018,0,0.022542368812339744,0.009708469810919483
0,1,Q9UBT2,R-HSA-3215018,1,0.02828090118988336,0.012179921183672691
0,1,Q9UGM6,R-HSA-379726,0,0.018663821557192536,0.008038070428747678
0,1,Q9UGM6,R-HSA-379726,1,0.023415005521636213,0.010084293985327779
0,1,Q9UNL4,R-HSA-3214847,0,0.05117376345025031,0.025586881725125157
0,1,Q9UNL4,R-HSA-3214847,1,0.005538383142107784,0.002769191571053892
1,2,R-HSA-111465,R-HSA-75153,0,0.09113175178619871,0.03924830919047886
1,2,R-HSA-111465,R-HSA-75153,1,0.059411263417290604,0.02558703843935041
1,2,R-HSA-1236975,R-HSA-983169,0,0.08955839545982915,0.03857070150321501
1,2,R-HSA-1236975,R-HSA-983169,1,0.2787878964701794,0.12006741168429831
1,2,R-HSA-1268020,R-HSA-1268020,0,0.32049478242254775,0.20220969409479594
1,2,R-HSA-1268020,R-HSA-1268020,1,0.02017961306726489,0.0127319182996968
1,2,R-HSA-140534,R-HSA-5357769,0,0.15675293542849628,0.06750981469824562
1,2,R-HSA-140534,R-HSA-5357769,1,0.10219149538518293,0.04401148149686362
1,2,R-HSA-1445148,R-HSA-1445148,0,0.02096609674829423,0.010483048374147114
1,2,R-HSA-1445148,R-HSA-1445148,1,0.06167356824785795,0.030836784123928974
1,2,R-HSA-156584,R-HSA-156580,0,0.023648184189527376,0.010184718571431283
1,2,R-HSA-156584,R-HSA-156580,1,0.009343989554390251,0.004024237259958531
1,2,R-HSA-166016,R-HSA-168898,0,0.017277224584097934,0.007440895616940308
1,2,R-HSA-166016,R-HSA-168898,1,0.05378257458695494,0.023162894107435297
1,2,R-HSA-168164,R-HSA-168898,0,0.02172966173510877,0.00935845592417576
1,2,R-HSA-168164,R-HSA-168898,1,0.06764264037812372,0.02913209953704664
1,2,R-HSA-168638,R-HSA-168643,0,0.03860959733846476,0.01662824849032964
1,2,R-HSA-168638,R-HSA-168643,1,0.12018849001185078,0.05176236519834228
1,2,R-HSA-198693,R-HSA-1257604,0,0.15443771654416039,0.06651270419795331
1,2,R-HSA-198693,R-HSA-1257604,1,0.06246201196968879,0.02690092432544465
1,2,R-HSA-199992,R-HSA-199992,0,0.024207414049432493,0.012103707024716246
1,2,R-HSA-199992,R-HSA-199992,1,0.07120818274763777,0.03560409137381888
1,2,R-HSA-202733,R-HSA-202733,0,0.01338422069523443,0.00844450306499026
1,2,R-HSA-202733,R-HSA-202733,1,0.11186458788174407,0.07057869686560143
1,2,R-HSA-203927,R-HSA-203927,0,0.14220536234991057,0.07110268117495529
1,2,R-HSA-203927,R-HSA-203927,1,0.11509065284474712,0.05754532642237356
1,2,R-HSA-211163,R-HSA-210745,0,0.012161313250860827,0.005237592532533088
1,2,R-HSA-211163,R-HSA-210745,1,0.009239718941503468,0.0039793303512922484
1,2,R-HSA-211897,R-HSA-211945,0,0.3280798409782026,0.14129629668575844
1,2,R-HSA-211897,R-HSA-211945,1,0.12963256009591176,0.05582970479634956
1,2,R-HSA-2453902,R-HSA-2453902,0,0.015524920065850576,0.007762460032925288
1,2,R-HSA-2453902,R-HSA-2453902,1,0.011490085628990884,0.005745042814495442
1,2,R-HSA-3000471,R-HSA-3000471,0,0.0007356946543159606,0.0003678473271579803
1,2,R-HSA-3000471,R-HSA-3000471,1,0.0021641088293583143,0.0010820544146791572
1,2,R-HSA-3000480,R-HSA-3000480,0,7.457353059506836e-05,3.728676529753418e-05
1,2,R-HSA-3000480,R-HSA-3000480,1,0.00021936443500714591,0.00010968221750357296
1,2,R-HSA-3000484,R-HSA-3000484,0,0.0006397572775787684,0.0003198786387893842
1,2,R-HSA-3000484,R-HSA-3000484,1,0.001881900819764427,0.0009409504098822135
1,2,R-HSA-3000497,R-HSA-3000497,0,0.0003898729466389183,0.00019493647331945914
1,2,R-HSA-3000497,R-HSA-3000497,1,0.00114684471679499,0.000573422358397495
1,2,R-HSA-3214847,R-HSA-3214847,0,0.051173763490742596,0.025586881745371298
1,2,R-HSA-3214847,R-HSA-3214847,1,0.005538383256941376,0.002769191628470688
1,2,R-HSA-3215018,R-HSA-2990846,0,0.02254236650522849,0.009708468817300748
1,2,R-HSA-3215018,R-HSA-2990846,1,0.028280898225088807,0.012179919906805179
1,2,R-HSA-3238698,R-HSA-3238698,0,0.13532995225598468,0.06766497612799234
1,2,R-HSA-3238698,R-HSA-3238698,1,0.054733916451526886,0.027366958225763443
1,2,R-HSA-3371453,R-HSA-3371556,0,0.05818237161830715,0.025057783549119597
1,2,R-HSA-3371453,R-HSA-3371556,1,0.048406917822000614,0.020847724754520815
1,2,R-HSA-373080,R-HSA-500792,0,0.13076793806533754,0.0505879439368485
1,2,R-HSA-373080,R-HSA-500792,1,0.052888824006399576,0.020460190038209293
1,2,R-HSA-379726,R-HSA-379724,0,0.01866381999760684,0.008038069757070677
1,2,R-HSA-379726,R-HSA-379724,1,0.02341500367733913,0.010084293191032259
1,2,R-HSA-381426,R-HSA-381426,0,0.02060003928921145,0.010300019644605725
1,2,R-HSA-381426,R-HSA-381426,1,0.025844120898830664,0.012922060449415332
1,2,R-HSA-389977,R-HSA-389977,0,0.009588723950677693,0.004129638627393776
1,2,R-HSA-389977,R-HSA-389977,1,0.012029692772004004,0.005180906677727059
1,2,R-HSA-392170,R-HSA-392518,0,0.020880461201949915,0.008992725161440814
1,2,R-HSA-392170,R-HSA-392518,1,0.17451775918775442,0.07516070784966335
1,2,R-HSA-418555,R-HSA-388396,0,0.06880513542020471,0.02963275890054747
1,2,R-HSA-418555,R-HSA-388396,1,0.027828094410917558,0.011984907918635402
1,2,R-HSA-418594,R-HSA-388396,0,0.14543440251517217,0.06263518790069478
1,2,R-HSA-418594,R-HSA-388396,1,0.058820641547003026,0.025332671445132085
1,2,R-HSA-418597,R-HSA-388396,0,0.2127053266664481,0.09160719797258257
1,2,R-HSA-418597,R-HSA-388396,1,0.08602823033415126,0.03705034213745733
1,2,R-HSA-418990,R-HSA-421270,0,0.09748580863031195,0.04198485252190423
1,2,R-HSA-418990,R-HSA-421270,1,0.20997681737998905,0.09043209298441911
1,2,R-HSA-427359,R-HSA-5250941,0,0.12482297453275153,0.05375832904024823
1,2,R-HSA-427359,R-HSA-5250941,1,0.10102261632662544,0.04350807268712001
1,2,R-HSA-432142,R-HSA-432142,0,0.01638282269955791,0.008191411349778955
1,2,R-HSA-432142,R-HSA-432142,1,0.13692674545018235,0.06846337272509118
1,2,R-HSA-5357786,R-HSA-75893,0,0.03456070682200927,0.013369906454104259
1,2,R-HSA-5357786,R-HSA-75893,1,0.013978005779790692,0.005407430775452677
1,2,R-HSA-5357905,R-HSA-75893,0,0.035511699669808404,0.013737800706935326
1,2,R-HSA-5357905,R-HSA-75893,1,0.014362632797063112,0.005556224816822761
1,2,R-HSA-5357956,R-HSA-75893,0,0.0043426641560749294,0.0016799718196544079
1,2,R-HSA-5357956,R-HSA-75893,1,0.0017563815523791836,0.0006794611341128492
1,2,R-HSA-5362768,R-HSA-5387390,0,0.003204849365829432,0.0013802534940191163
1,2,R-HSA-5362768,R-HSA-5387390,1,0.0011441624732786136,0.0004927639558683738
1,2,R-HSA-5362798,R-HSA-5358346,0,0.03240693924232366,0.012536715419772136
1,2,R-HSA-5362798,R-HSA-5358346,1,0.013106919137182716,0.00507044846241527
1,2,R-HSA-5365859,R-HSA-5362517,0,0.013584719167817599,0.005850620093589332
1,2,R-HSA-5365859,R-HSA-5362517,1,0.005494311657615902,0.0023662712336845354
1,2,R-HSA-5423646,R-HSA-5423646,0,0.3150079594621354,0.1575039797310677
1,2,R-HSA-5423646,R-HSA-5423646,1,0.12446752851120317,0.062233764255601585
1,2,R-HSA-5632681,R-HSA-5632684,0,0.02268713661634019,0.00808132111764195
1,2,R-HSA-5632681,R-HSA-5632684,1,0.009175765090849776,0.003268473472575584
1,2,R-HSA-5635838,R-HSA-5632684,0,0.03397566814016065,0.013143582597690323
1,2,R-HSA-5635838,R-HSA-5632684,1,0.013741388797390518,0.005315894831571803
1,2,R-HSA-5656169,R-HSA-110313,0,0.09208948070907196,0.03966078058654924
1,2,R-HSA-5656169,R-HSA-110313,1,0.15362821081045852,0.06616406905482192
1,2,R-HSA-5658034,R-HSA-5387390,0,0.011201523778531144,0.004333340919029242
1,2,R-HSA-5658034,R-HSA-5387390,1,0.003999053411224968,0.0015470450384132486
1,2,R-HSA-5673001,R-HSA-5684996,0,0.025173461721430573,0.010841619848978032
1,2,R-HSA-5673001,R-HSA-5684996,1,0.010181354062059772,0.004384870523974462
1,2,R-HSA-5674400,R-HSA-2219528,0,0.0058863918431756165,0.002535130978490171
1,2,R-HSA-5674400,R-HSA-2219528,1,0.0021014993565230448,0.0009050665096607953
1,2,R-HSA-5675482,R-HSA-5213460,0,0.16713408147030429,0.06465628860135379
1,2,R-HSA-5675482,R-HSA-5213460,1,0.10895924900915302,0.04215119135335829
1,2,R-HSA-5676594,R-HSA-5668541,0,0.04773284266475062,0.020557416385913605
1,2,R-HSA-5676594,R-HSA-5668541,1,0.1485884055070093,0.06399354305337238
1,2,R-HSA-5686938,R-HSA-168898,0,0.00502635894751976,0.0021647349711592127
1,2,R-HSA-5686938,R-HSA-168898,1,0.015646640670361787,0.006738641349322582
1,2,R-HSA-5687128,R-HSA-5687128,0,0.05117275624323393,0.025586378121616966
1,2,R-HSA-5687128,R-HSA-5687128,1,0.02069671501015799,0.010348357505078995
1,2,R-HSA-5689880,R-HSA-5688426,0,0.022431815442953095,0.009660857066308624
1,2,R-HSA-5689880,R-HSA-5688426,1,0.02814220581153084,0.012120188335503141
1,2,R-HSA-6784531,R-HSA-6784531,0,0.09125341905050648,0.04562670952525324
1,2,R-HSA-6784531,R-HSA-6784531,1,0.07631545740498594,0.03815772870249297
1,2,R-HSA-6785807,R-HSA-449147,0,0.013030175589095883,0.005611791173803762
1,2,R-HSA-6785807,R-HSA-449147,1,0.04056186169770587,0.01746904298501696
1,2,R-HSA-6798695,R-HSA-6798695,0,0.021684404474755233,0.009338964683058866
1,2,R-HSA-6798695,R-HSA-6798695,1,0.06750176299765767,0.02907142695171713
1,2,R-HSA-83936,R-HSA-425397,0,0.22017769690137357,0.09482537266601035
1,2,R-HSA-83936,R-HSA-425397,1,0.24121293453904596,0.103884756410059
1,2,R-HSA-8856825,R-HSA-8856828,0,0.006432187693976827,0.0027701924569239755
1,2,R-HSA-8856825,R-HSA-8856828,1,0.018920831614156232,0.008148758635471048
1,2,R-HSA-8866423,R-HSA-8963898,0,0.05929532208550802,0.025537105225639845
1,2,R-HSA-8866423,R-HSA-8963898,1,0.06496024988692901,0.02797685683289011
1,2,R-HSA-8878166,R-HSA-212436,0,0.22199345436757026,0.09560737684184802
1,2,R-HSA-8878166,R-HSA-212436,1,0.17966532188913095,0.07737764243635917
1,2,R-HSA-8957275,R-HSA-8957275,0,0.0038879032162897247,0.0016744287753141334
